Date and Time,Elec [W],Gas [W],Lights 1 [W],Lights 2 [W],Lights 3 [W],Lights 4 [W],Open Area 1 Luminaire 1 [W],Open Area 1 Luminaire 2 [W],Open Area 1 Luminaire 3 [W],Small Office 1 Luminaire 1 [W],Small Office 1 Luminaire 2 [W],Utility 1 Luminaire 1 [W],Utility 1 Luminaire 2 [W],Lights Total [W]
1/1/2013 0:00,3300.434596,6307.146481,29.1041662,32.7829328,49.1743992,32.7829328,98.34879841,98.34879841,25.14599959,291.041662,75.43799878,49.1743992,37.71899939,819.0610867
1/2/2013 0:00,3300.434596,6307.146481,29.1041662,32.7829328,49.1743992,32.7829328,98.34879841,98.34879841,25.14599959,291.041662,75.43799878,49.1743992,37.71899939,819.0610867
1/3/2013 0:00,3161.396605,5740.055925,29.1041662,32.7829328,49.1743992,32.7829328,98.34879841,98.34879841,25.14599959,291.041662,75.43799878,49.1743992,37.71899939,819.0610867
1/4/2013 0:00,3193.192849,5030.726469,29.1041662,32.7829328,49.1743992,32.7829328,98.34879841,98.34879841,25.14599959,291.041662,75.43799878,49.1743992,37.71899939,819.0610867
1/5/2013 0:00,3167.828068,3286.389384,29.1041662,32.7829328,49.1743992,32.7829328,98.34879841,98.34879841,25.14599959,291.041662,75.43799878,49.1743992,37.71899939,819.0610867
1/6/2013 0:00,2216.125563,4747.895386,29.1041662,32.7829328,49.1743992,32.7829328,98.34879841,98.34879841,25.14599959,291.041662,75.43799878,49.1743992,37.71899939,819.0610867
1/7/2013 0:00,2216.125563,3475.572647,29.1041662,32.7829328,49.1743992,32.7829328,98.34879841,98.34879841,25.14599959,291.041662,75.43799878,49.1743992,37.71899939,819.0610867
1/8/2013 0:00,3171.168035,2109.229321,29.1041662,32.7829328,49.1743992,32.7829328,98.34879841,98.34879841,25.14599959,291.041662,75.43799878,49.1743992,37.71899939,819.0610867
1/9/2013 0:00,3171.623043,1631.264037,29.1041662,32.7829328,49.1743992,32.7829328,98.34879841,98.34879841,25.14599959,291.041662,75.43799878,49.1743992,37.71899939,819.0610867
1/10/2013 0:00,3176.257716,1992.682422,29.1041662,32.7829328,49.1743992,32.7829328,98.34879841,98.34879841,25.14599959,291.041662,75.43799878,49.1743992,37.71899939,819.0610867
1/11/2013 0:00,3125.210122,1893.907418,29.1041662,32.7829328,49.1743992,32.7829328,98.34879841,98.34879841,25.14599959,291.041662,75.43799878,49.1743992,37.71899939,819.0610867
1/12/2013 0:00,3161.533833,4570.928839,29.1041662,32.7829328,49.1743992,32.7829328,98.34879841,98.34879841,25.14599959,291.041662,75.43799878,49.1743992,37.71899939,819.0610867
